GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
coverage/vip-api,fr.insalyon.creatis.vip.api.security,ApiSecurityConfig.CurrentUserProvider,9,44,2,6,4,15,2,6,0,4
coverage/vip-api,fr.insalyon.creatis.vip.api.security,VipAuthenticationEntryPoint,68,11,8,0,18,4,6,1,2,1
coverage/vip-api,fr.insalyon.creatis.vip.api.security,ApiSecurityConfig,20,230,2,2,6,47,4,9,2,9
coverage/vip-api,fr.insalyon.creatis.vip.api.security,EgiSecurityConfig,9,53,0,0,3,23,1,4,1,4
coverage/vip-api,fr.insalyon.creatis.vip.api.security.keycloak,PathBasedKeycloakConfigResolver,34,8,2,0,9,2,2,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.security.keycloak,SpringKeycloakPrincipal,11,0,0,0,4,0,2,0,2,0
coverage/vip-api,fr.insalyon.creatis.vip.api.security.keycloak,VipKeycloakAuthenticationProvider,83,14,2,0,23,5,2,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller.data,DataController,265,14,0,0,36,5,9,1,9,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,EgiController,116,14,6,0,26,5,5,1,2,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,PlatformController,2,169,1,3,1,35,1,6,0,5
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,ApiKeyController.KeyInfo,17,0,0,0,7,0,5,0,5,0
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,RegisterUserController,53,11,0,0,12,4,1,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,RefreshTokenController,22,6,2,0,5,3,2,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,ApiKeyController,94,14,2,0,23,5,5,1,4,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,ExternalPlatformController,17,11,0,0,4,4,1,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,ApiController,9,41,0,2,1,8,1,5,1,4
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,RestExceptionHandler,133,8,2,0,28,2,9,1,8,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller,AuthenticationController,77,14,2,0,11,5,4,1,3,1
coverage/vip-api,fr.insalyon.creatis.vip.api.security.apikey,ApikeyAuthenticationToken,66,0,2,0,20,0,7,0,6,0
coverage/vip-api,fr.insalyon.creatis.vip.api.security.apikey,SpringApiPrincipal,17,21,2,0,5,7,6,5,5,5
coverage/vip-api,fr.insalyon.creatis.vip.api.security.apikey,ApikeyAuthenticationProvider,183,23,10,0,46,7,8,3,3,3
coverage/vip-api,fr.insalyon.creatis.vip.api.security.apikey,ApikeyAuthenticationFilter,58,44,1,1,17,14,1,3,0,3
coverage/vip-api,fr.insalyon.creatis.vip.api.exception,ApiException,20,4,0,0,8,2,4,1,4,1
coverage/vip-api,fr.insalyon.creatis.vip.api.exception,ApiException.ApiError,9,257,0,0,3,32,3,3,3,3
coverage/vip-api,fr.insalyon.creatis.vip.api.business,DataApiBusiness,1161,30,63,0,275,10,71,1,39,1
coverage/vip-api,fr.insalyon.creatis.vip.api.business,VipConfigurer,9,69,1,5,2,23,1,7,0,5
coverage/vip-api,fr.insalyon.creatis.vip.api.business,KeycloakBusiness,81,11,4,0,22,4,3,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.business,StatsApiBusiness,311,18,8,0,75,6,21,1,17,1
coverage/vip-api,fr.insalyon.creatis.vip.api.business,PipelineBusiness,401,69,31,3,82,18,29,2,12,2
coverage/vip-api,fr.insalyon.creatis.vip.api.business,ApiBusiness,116,14,4,0,28,5,7,1,5,1
coverage/vip-api,fr.insalyon.creatis.vip.api.business,ExecutionBusiness,882,61,84,4,205,18,60,4,16,2
coverage/vip-api,fr.insalyon.creatis.vip.api.business,ApiUserBusiness,90,17,2,0,23,6,4,1,3,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller.processing,ExecutionController,318,14,10,0,53,5,17,1,12,1
coverage/vip-api,fr.insalyon.creatis.vip.api.controller.processing,PipelineController,74,27,2,0,16,6,5,2,4,2
coverage/vip-api,fr.insalyon.creatis.vip.api.controller.processing,PublicationController,17,11,0,0,4,4,1,1,1,1
coverage/vip-api,fr.insalyon.creatis.vip.api.security.egi,EgiSecurityClientConfig,0,87,0,0,0,18,0,3,0,3
coverage/vip-api,fr.insalyon.creatis.vip.api.controller.stats,StatsController,305,11,2,0,41,4,16,1,15,1
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ExistsApiResponse,16,0,0,0,8,0,4,0,4,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,Pipeline,45,0,0,0,17,0,9,0,9,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,AuthenticationInfo,17,0,0,0,7,0,5,0,5,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,Execution,138,0,2,0,54,0,28,0,27,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ExecutionStatus,132,0,4,0,16,0,6,0,4,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,SignUpUserDTO,92,0,0,0,38,0,19,0,19,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,UploadDataType,39,0,0,0,5,0,3,0,3,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,AuthenticationCredentials,17,0,0,0,7,0,5,0,5,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,PlatformProperties,12,82,0,0,6,34,3,24,3,24
coverage/vip-api,fr.insalyon.creatis.vip.api.model,PathProperties,52,0,0,0,22,0,15,0,15,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,SupportedTransferProtocol,4,78,0,0,1,9,1,2,1,2
coverage/vip-api,fr.insalyon.creatis.vip.api.model,DeleteExecutionConfiguration,10,0,0,0,4,0,3,0,3,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,UploadData,24,0,0,0,10,0,7,0,7,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ErrorCodeAndMessage,17,15,0,0,8,6,4,3,4,3
coverage/vip-api,fr.insalyon.creatis.vip.api.model,PipelineParameter,42,0,0,0,15,0,8,0,8,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ParameterType,72,0,2,0,3,0,3,0,2,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,ResetPasswordDTO,24,0,0,0,10,0,7,0,7,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model,Module,29,70,4,0,4,10,3,3,1,3
coverage/vip-api,fr.insalyon.creatis.vip.api.model,EmailDTO,10,0,0,0,4,0,3,0,3,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,UsersNumber,36,0,0,0,15,0,8,0,8,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,StatUser,76,0,0,0,31,0,16,0,16,0
coverage/vip-api,fr.insalyon.creatis.vip.api.model.stats,UsersList,28,0,0,0,11,0,6,0,6,0
coverage/vip-api,fr.insalyon.creatis.vip.api,SpringWebConfig,0,73,0,0,0,17,0,7,0,7
coverage/vip-api,fr.insalyon.creatis.vip.api,ApiPropertiesInitializer,17,138,1,1,4,31,1,4,0,4
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.progress,ProgressLayout.new AsyncCallback() {...},186,0,20,0,36,0,13,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.progress,ProgressLayout,143,0,0,0,40,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.progress,ProcessorStatus,44,0,0,0,5,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationDataInitializer,0,73,0,0,0,16,0,2,0,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,EngineData,180,72,4,2,42,18,5,5,3,4
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationInputData,557,12,12,0,131,4,15,2,9,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ApplicationData,1265,23,51,1,305,8,46,2,20,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.mysql,ClassData,562,42,29,3,126,13,24,3,7,3
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new AsyncCallback() {...},15,0,0,0,5,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new AsyncCallback() {...},36,0,4,0,9,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new CloseClickHandler() {...},15,0,0,0,6,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new AsyncCallback() {...},13,0,0,0,4,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new AsyncCallback() {...},13,0,0,0,4,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new AsyncCallback() {...},13,0,0,0,4,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule.new Runnable() {...},17,0,0,0,4,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationConstants,7,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client,ApplicationModule,112,0,6,0,30,0,10,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.boutiquesParsing,InvalidBoutiquesDescriptorException,9,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.boutiquesParsing,BoutiquesParser,604,0,31,0,118,0,21,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.boutiquesParsing,AbstractJsonParser,295,0,36,0,70,0,31,0,13,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new AsyncCallback() {...},25,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new AsyncCallback() {...},110,0,10,0,23,0,8,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new ClickHandler() {...},17,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new CellDoubleClickHandler() {...},22,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.new ListGrid() {...},106,0,2,0,23,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.3.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.3.new ClickHandler() {...},29,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.new AsyncCallback() {...},42,0,2,0,9,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout.3.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.new AsyncCallback() {...},42,0,2,0,9,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.new AsyncCallback() {...},55,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.new ClickHandler() {...},34,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ManageClassesTab,44,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassRecord,18,0,0,0,7,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,EditClassLayout,236,0,4,0,55,0,9,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.classes,ClassesLayout,204,0,0,0,49,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server,SpringApplicationConfig,31,0,0,0,8,0,8,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,GeneralLayout.new AsyncCallback() {...},80,0,2,0,19,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,OutputTreeGrid.new NodeContextClickHandler() {...},27,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,LogsLayout.new RecordClickHandler() {...},16,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,AbstractTreeGrid.new AsyncCallback() {...},143,0,14,0,25,0,10,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutTreeNode,46,0,8,0,15,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InputTreeGrid,26,0,0,0,6,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu,179,0,10,0,40,0,9,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu.new ClickHandler() {...},16,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu.new AsyncCallback() {...},18,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu.new AsyncCallback() {...},18,0,0,0,6,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutContextMenu.new ClickHandler() {...},27,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,OutputTreeGrid,26,0,0,0,6,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InOutTreeNode.Icon,44,0,0,0,1,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,GeneralLayout,64,0,0,0,18,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,AbstractTreeGrid,130,0,2,0,30,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,InputTreeGrid.new NodeContextClickHandler() {...},27,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.general,LogsLayout,151,0,4,0,30,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,BoutiquesBusiness,289,17,14,0,71,6,17,1,10,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,ApplicationBusiness,445,22,14,0,118,7,35,2,28,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,WorkflowBusiness,1628,71,117,0,385,24,92,2,32,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,WorkflowExecutionBusiness,167,0,2,0,41,0,8,0,7,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,EngineBusiness,36,16,0,0,14,7,2,3,2,3
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,ClassBusiness,111,12,4,0,33,4,9,2,7,2
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,BoutiquesBusiness.CommandErrorException,12,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,InputBusiness,120,9,0,0,39,4,10,1,10,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business,SimulationBusiness,619,14,52,0,142,5,49,1,19,1
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobLayout.new MouseOverHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobLayout.new MouseOutHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobStatusLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobStatusLayout.new Timer() {...},46,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.11.new AsyncCallback() {...},93,0,12,0,16,0,9,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout,588,0,10,0,140,0,17,0,12,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobInfoButton.new MouseOutHandler() {...},20,0,2,0,5,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobInfoButton.new MouseOverHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobInfoButton,132,0,6,0,40,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobInfoLayout,24,0,0,0,9,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskInputsLayout,32,0,0,0,11,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new AsyncCallback() {...},85,0,8,0,15,0,7,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},17,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobStatusLayout,186,0,12,0,47,0,10,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},36,0,0,0,8,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,SimulationFileType,54,0,0,0,6,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobLayout,150,0,6,0,41,0,8,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobsLayout.new AsyncCallback() {...},244,0,22,0,52,0,17,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobsLayout.new ClickHandler() {...},45,0,2,0,9,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,Command.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,Command.new MouseOverHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,Command.new MouseOutHandler() {...},28,0,2,0,7,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobsLayout,259,0,0,0,57,0,4,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskStatus,350,0,22,0,37,0,17,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout,333,0,24,0,86,0,25,0,8,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,JobStatus,132,0,2,0,18,0,6,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.8.new AsyncCallback() {...},56,0,0,0,10,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new Timer() {...},21,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,DebugLayout.new AsyncCallback() {...},55,0,0,0,10,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new BooleanCallback() {...},51,0,2,0,8,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new ClickHandler() {...},26,0,4,0,6,0,4,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new ClickHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new MouseOutHandler() {...},20,0,2,0,5,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new MouseOverHandler() {...},11,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,TaskLayout.new ClickHandler() {...},19,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor.job,Command,274,0,20,0,53,0,13,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.3.new ClickHandler() {...},22,0,0,0,4,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.3.new ClickHandler() {...},29,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout,200,0,0,0,47,0,6,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EditEngineLayout.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new ClickHandler() {...},17,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new ListGrid() {...},106,0,2,0,23,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new CellDoubleClickHandler() {...},22,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new AsyncCallback() {...},57,0,2,0,11,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EngineRecord,15,0,0,0,5,0,1,0,1,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EditEngineLayout.new ClickHandler() {...},13,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EditEngineLayout.new ClickHandler() {...},39,0,2,0,6,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EditEngineLayout.new AsyncCallback() {...},55,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.new AsyncCallback() {...},27,0,0,0,8,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EnginesLayout.3.2.new BooleanCallback() {...},20,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,EditEngineLayout,197,0,4,0,43,0,8,0,6,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.system.engine,ManageEnginesTab,44,0,0,0,12,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.util,ProxyUtil,55,0,2,0,14,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.business.util,FileUtil,50,0,4,0,12,0,5,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.hibernate,SimulationStatsData,774,11,16,0,147,4,12,1,4,1
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,AbstractJobData,104,0,2,0,32,0,6,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,ExecutionNodeData,90,0,0,0,18,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.server.dao.h2,SimulationData,870,0,58,0,207,0,47,0,18,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractCornerTab,4,0,0,0,2,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractSimulationTab.new TabSelectedHandler() {...},17,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractSimulationTab.new Timer() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractSimulationTab.new TabSelectedHandler() {...},19,0,2,0,5,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractSimulationTab.new TabDeselectedHandler() {...},15,0,2,0,4,0,3,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.common,AbstractSimulationTab,105,0,6,0,25,0,7,0,4,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,JobsTab,48,0,2,0,17,0,4,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ViewerWindow.new AsyncCallback() {...},34,0,0,0,7,0,3,0,3,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ViewerWindow.new ClickHandler() {...},10,0,0,0,3,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ViewerWindow.new ClickHandler() {...},26,0,0,0,5,0,2,0,2,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,ChartsTab,400,0,11,0,104,0,20,0,12,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,MonitorParser,62,0,6,0,15,0,8,0,5,0
coverage/vip-application,fr.insalyon.creatis.vip.application.client.view.monitor,SystemLoadLayout,143,0,0,0,37,0,2,0,2,0
